"YC_link","Company_Name","company_description","Batch","Industry","Sub-Industry","Location"
"https://www.ycombinator.com/companies/inspectmind-ai","InspectMind AI","AI agent for construction drawings review","Winter 2024","Real Estate and Construction","Construction","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/yarn-2","Yarn","Make sales and marketing videos with AI.","Winter 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/blacksmith","Blacksmith","The fastest way to run your GitHub Actions","Winter 2024","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/crowdvolt","CrowdVolt","The integration layer for live events infrastructure","Winter 2024","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/kater-ai","kater.ai","Deliver complete data analysis from a single question","Winter 2024","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/mathos","Mathos","Ultimate AI Math Problem Solver to Revolutionize Personalized Learning","Winter 2024","Education","","Santa Clara, CA, USA"
"https://www.ycombinator.com/companies/tower","Tower","Legal due diligence platform powered by AI","Winter 2024","B2B","Legal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/quivr","Quivr","AI-powered auto-resolutions and reply suggestions for customer…","Winter 2024","B2B","Productivity","Paris, Île-de-France, France"
"https://www.ycombinator.com/companies/dragoneye","Dragoneye","Custom video detection models in less than 5 minutes","Winter 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/renderlet","renderlet","Build interactive applications that run anywhere","Winter 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/fume","Fume","We are building the AI Software Developer","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/the-new-money-company","The New Money Company","Invoicing that pays you even if your buyer doesn’t","Winter 2024","Fintech","Payments","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/forge","Forge","Getting companies refunds on tariffs & duties","Winter 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/integuru","Integuru","Integrate with any website via network requests","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/voxops-ai","VoxOps AI","Voice AI for Automotive","Winter 2024","B2B","","London, England, United Kingdom"
"https://www.ycombinator.com/companies/granza-bio","Granza Bio","Advancing Therapeutic Delivery","Winter 2024","Healthcare","Therapeutics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/haplotype-labs","Haplotype Labs","Personalized prevention using genetics and AI","Winter 2024","Healthcare","Diagnostics","Remote"
"https://www.ycombinator.com/companies/healia","Healia","Modern health insurance for dual income families","Winter 2024","Fintech","Insurance","Columbus, OH, USA"
"https://www.ycombinator.com/companies/trueclaim","TrueClaim","Transparent, AI-powered healthcare TPA.","Winter 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cocrafter","CoCrafter","B2B construction marketplace to match contractors and subcontractors.","Winter 2024","Real Estate and Construction","Construction","Munich, BY, Germany"
"https://www.ycombinator.com/companies/reform","Reform","Workflow automation. Built for logistics.","Winter 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/piramidal","Piramidal","Foundation Model for the Brain","Winter 2024","Healthcare","","New York, NY, USA"
"https://www.ycombinator.com/companies/junction-bioscience","Junction Bioscience","AI Hypothesis Engine for Molecular Discovery","Winter 2024","Healthcare","Therapeutics",""
"https://www.ycombinator.com/companies/evolvere-biosciences","Evolvere BioSciences","Making Next-Generation Antibiotics that Outpace Bacterial Evolution","Summer 2024","Healthcare","Therapeutics","Oxford, England, United Kingdom"
"https://www.ycombinator.com/companies/spur","Spur","Spur is your AI QA Engineer. Test your websites with natural language.","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/oddsview","OddsView","The Bloomberg Terminal of Sports Betting","Winter 2024","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/silogy","Silogy","An AI-powered test and debug platform for chip developers","Winter 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/senso","Senso","AI-Powered Knowledge Base for Customer Support","Winter 2024","B2B","Analytics",""
"https://www.ycombinator.com/companies/eris-biotech","Eris Biotech","Our drugs engage the immune system to fight tumors","Winter 2024","Healthcare","Therapeutics","Lehi, UT, USA"
"https://www.ycombinator.com/companies/powder","Powder","AI Agents for precise document analysis","Winter 2024","Fintech","Asset Management",""
"https://www.ycombinator.com/companies/openfoundry","OpenFoundry","The fastest developer experience for building on open source AI.","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/goldenbasis","GoldenBasis","Modern back-office software for brokerages","Winter 2024","Fintech","Banking and Exchange","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/penciled","Penciled","AI front office assistant for physical therapy","Winter 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/magic-hour","Magic Hour","Platform for AI video generation.","Winter 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ryse","Ryse","The secondary market for real estate leases","Winter 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/lumona","Lumona","AI-enabled search engine featuring insights from social media.","Winter 2024","Consumer","","Cambridge, MA, USA"
"https://www.ycombinator.com/companies/datacurve","Datacurve","Frontier coding data for training and evaluating LLMs","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/marblism","Marblism","AI Employees who love overtime","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/commodityai","CommodityAI","AI that automates commodity operations","Winter 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/veles","Veles","The Sales Calculator","Winter 2024","B2B","Sales","Santa Barbara, CA, USA"
"https://www.ycombinator.com/companies/miden","Miden","Card issuer processor and banking stack for businesses in Sub-…","Winter 2024","Fintech","","Ikeja, LA, Nigeria"
"https://www.ycombinator.com/companies/fluently","Fluently","Your personal English tutor","Winter 2024","Consumer","","Remote"
"https://www.ycombinator.com/companies/basepilot","Basepilot","AI coworkers to automate browser work, in minutes.","Winter 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/aqua-voice","Aqua Voice","Talk into any text box - write 4x faster than typing.","Winter 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/xpay","xPay","International Billing Ops, Sales Tax and Payments for SaaS businesses","Winter 2024","Fintech","Payments",""
"https://www.ycombinator.com/companies/deepnight","Deepnight","Building The Next Generation of Night Vision Devices","Winter 2024","Government","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/vista-power","Vista Power","Batteries and solar for $0 upfront to help businesses save money","Winter 2024","Industrials","Energy","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pernell","Pernell","Your AI-Powered Second Phone","Winter 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ocular-ai","Ocular AI","AI-Native Data Engine for LLMs, Computer Vision, & Enterprise AI","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/retell-ai","Retell AI","Supercharge Your Contact Center Operations with AI Phone Agents","Winter 2024","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/rove","Rove","Travel the world for free.","Winter 2024","Consumer","Travel, Leisure and Tourism","New York, NY, USA"
"https://www.ycombinator.com/companies/camelai","camelAI","AI Business Intelligence agent. Get actionable insights in minutes.","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/spark","Spark","AI-powered workflows for large-scale clean energy","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/downlink","Downlink","Make your LLMs 3x faster.","Winter 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/terrakotta","Terrakotta","AI platform for phone-first sellers","Winter 2024","B2B","Sales","Shoreline, WA, USA"
"https://www.ycombinator.com/companies/stacksync","Stacksync","Real-time and two-way sync between CRMs and Databases","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/hatchet-run","Hatchet","Background task orchestration and visibility","Winter 2024","B2B","Infrastructure","New York, NY, USA"
"https://www.ycombinator.com/companies/shepherd-2","Shepherd","Every student's personalized learning assistant","Winter 2024","Education","","Remote"
"https://www.ycombinator.com/companies/sonauto","Sonauto","Create hit songs with AI","Winter 2024","Consumer","Content",""
"https://www.ycombinator.com/companies/bitesight","BiteSight","The video-first food delivery app. Imagine TikTok meets DoorDash.","Winter 2024","Consumer","Social","New York, NY, USA"
"https://www.ycombinator.com/companies/velorum-therapeutics","Velorum Therapeutics","Breakthrough medicines unlocking the biology of heme","Winter 2024","Healthcare","Therapeutics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zep-ai","Zep AI","Build Agents That Recall What Matters. End-to-End Context Engineering…","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/openmart","Openmart","Local business data intelligence platform","Winter 2024","B2B","","Foster City, CA, USA"
"https://www.ycombinator.com/companies/triply","Triply","Operating system for travel businesses in Africa with embedded finance","Winter 2024","B2B","Operations","Nairobi, Nairobi County, Kenya"
"https://www.ycombinator.com/companies/ultra-2","Ultra","Advisor for Ambitious Students","Winter 2024","Education","",""
"https://www.ycombinator.com/companies/thorntale","Thorntale","The world's best presentation editor, powered by AI.","Winter 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/alai","Alai","Create high quality presentations faster using AI","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/lumetric","Lumetric","Build AI agents in minutes","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sample","Sample","Flexible systems for clinical reasoning.","Winter 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/brainbase-labs","Brainbase Labs","Applied AI research lab enabling the global AI workforce","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/focal","Focal","AI video creation tool for TV shows and movies","Winter 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/givefront","Givefront","Nonprofit Financial Management","Winter 2024","Fintech","Banking and Exchange",""
"https://www.ycombinator.com/companies/cleva","Cleva","USD banking platform for Africa","Winter 2024","Fintech","","Lagos, LA, Nigeria"
"https://www.ycombinator.com/companies/oma-care","Oma Care","Get paid for taking care of your parents.","Winter 2024","Healthcare","Healthcare Services",""
"https://www.ycombinator.com/companies/ligo-biosciences","Ligo Biosciences","Enzyme design models.","Summer 2024","Healthcare","Industrial Bio","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/artos","Artos","Authoring documents for life sciences in minutes, not months.","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/model-ml","Model ML","AI Workspace for Financial Services.","Winter 2024","B2B","Finance and Accounting","London, England, United Kingdom"
"https://www.ycombinator.com/companies/betterbasket","BetterBasket","The only all-in-one pricing system for grocers","Winter 2024","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/circleback","Circleback","AI-powered meeting notes and automations","Winter 2024","B2B","Productivity",""
"https://www.ycombinator.com/companies/justai","JustAI","A modern workflow for lifecycle marketing","Winter 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/acx","ACX","Next-generation biocides for sustainable agriculture at scale","Summer 2024","Healthcare","Industrial Bio","New York, NY, USA"
"https://www.ycombinator.com/companies/risotto","Risotto","Risotto auto-solves IT support requests using AI","Winter 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/dianahr","DianaHR","An AI-Powered HR Person","Winter 2024","B2B","Human Resources","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/heartbyte","HeartByte","GenAI Interactive story. Creator write fictions 10x faster.","Winter 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/yondu","Yondu","Robots to Automate Fulfillment","Winter 2024","Industrials","Manufacturing and Robotics","Los Angeles, CA, USA"
"https://www.ycombinator.com/companies/raindrop","Raindrop","Sentry for AI Agents","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/chunkr","Chunkr","Open source API service to parse complex documents","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/centauri-ai","Centauri AI","The Modern ETL and Data Science Platform for Finance","Winter 2024","Fintech","Asset Management",""
"https://www.ycombinator.com/companies/prosights","ProSights","ProSights is an AI-native data extraction tool for financial…","Winter 2024","B2B","Productivity","New York, NY, USA"
"https://www.ycombinator.com/companies/manifold-freight","Manifold Freight","Aggregating Spot Freight Opportunities for Carriers","Winter 2024","B2B","Supply Chain and Logistics","Seattle, WA, USA"
"https://www.ycombinator.com/companies/edgetrace","EdgeTrace","Describe It. Find It. Act On It.","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/clarum","Clarum","Investment Due Diligence & Research, Accelerated by AI.","Winter 2024","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/opencall-ai","Opencall.ai","AI Workforce for Services Businesses","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/voicepanel","Voicepanel","AI agents for customer research","Winter 2024","B2B","Analytics",""
"https://www.ycombinator.com/companies/offdeal","OffDeal","AI-native investment bank for small businesses","Winter 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/delve","Delve","AI that makes compliance effortless","Winter 2024","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/overeasy","Overeasy","","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/andy-ai","Andy AI","Faster clinical documentation for home health nurses","Winter 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/hazel-2","Hazel","AI-enabled procurement for government","Winter 2024","Government","","New York, NY, USA"
"https://www.ycombinator.com/companies/shiboleth","Shiboleth","Shiboleth automates lending compliance for financial institutions…","Winter 2024","B2B","Security",""
"https://www.ycombinator.com/companies/aftercare","Aftercare","Conversational AI surveys with intelligent follow-up questions","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/soundry-ai","Soundry AI","Professional Quality AI Music Creation","Winter 2024","Consumer","Content","Seattle, WA, USA"
"https://www.ycombinator.com/companies/elodin","Elodin","Unified flight software and hardware for the mission of tomorrow","Winter 2024","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/conduit-ai","Conduit","Conversational AI agents for Customer Service.","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tensorfuse","Tensorfuse","Run serverless GPUs on your own cloud","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/toma","Toma","AI Workforce for Automotive","Winter 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/carma","Carma","Same-Day Auto Repair for Commercial Fleets.","Winter 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/preloop","Preloop","Translate your experimental scripts into production ML services","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/superagent","Superagent","Defense models and adversarial tests for AI products","Winter 2024","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/bilanc","Bilanc","AI-Powered Engineering Productivity","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/sagaland","Sagaland","UGC Game Platform","Winter 2024","Consumer","Gaming","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/browser-buddy","Browser Buddy","A for-you page for the Internet","Winter 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/astro-mechanica","Astro Mechanica","Supersonics for the new Jet Age","Winter 2024","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/codeant-ai","CodeAnt AI","AI Code Health Platform","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/draftaid","Draftaid","Go from 3D models to CAD drawings using AI","Winter 2024","B2B","Engineering, Product and Design","Toronto, ON, Canada"
"https://www.ycombinator.com/companies/metofico","Metofico","No Code Data Analysis for Life Science Research","Winter 2024","B2B","Engineering, Product and Design","London, England, United Kingdom"
"https://www.ycombinator.com/companies/ellipsis","Ellipsis","AI code reviews & bug fixes","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/dime-2","Dime","Dime automates administrative busywork at healthcare clinics","Winter 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/lytix","Lytix","DataDog for LLMs, turnkey solution for n=1 custom evaluations","Winter 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/pythagora","Pythagora","Worlds first all-in-one AI development platform.","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/open","Open","Enterprise AI customer support","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/aedilic","Aedilic","Open-Source AI-generated image/deepfake detection","Winter 2024","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/salvy","Salvy","Mobile carrier for businesses in Brazil","Winter 2024","B2B","Operations","Curitiba, PR, Brazil"
"https://www.ycombinator.com/companies/centralize","Centralize","The AI-powered deal collaboration platform for high ACV revenue teams","Winter 2024","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/phospho","phospho","Give brains to robots","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/resonance","Resonance","Self-improving content bank for marketing","Winter 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/firebender","Firebender","Android Studio Coding Assistant","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/aether","Aether","AI go-to-market revenue engine for home services installers.","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/fuse-2","Fuse","AI helpers for patient intake and benefits checks","Summer 2024","Healthcare","","London, England, United Kingdom"
"https://www.ycombinator.com/companies/parallel","Parallel","AI agents for healthcare admin","Winter 2024","Healthcare","Healthcare IT","Paris, Île-de-France, France"
"https://www.ycombinator.com/companies/vibrant-labs","Vibrant Labs","RL environments for long horizon AI Agents","Winter 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sync-2","sync.","AI lipsync tool for video content creators","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pandasai","PandasAI","PandasAI is an open-source conversational data analysis platform with…","Winter 2024","B2B","Analytics","Munich, BY, Germany"
"https://www.ycombinator.com/companies/infinity","Infinity","Business banking for cross-border SMBs & Startups","Winter 2024","Fintech","Payments","Bengaluru, KA, India"
"https://www.ycombinator.com/companies/inquery-2","InQuery","Intelligent Medical Record Reviews","Winter 2024","Healthcare","Healthcare IT",""
"https://www.ycombinator.com/companies/14-ai","14.ai","Customer support for 1000x teams","Winter 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tamarind-bio","Tamarind Bio","Easy to use computational biology tools for drug discovery","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/clarion","Clarion","The AI communication layer for healthcare","Winter 2024","Healthcare","Healthcare IT","New York, NY, USA"
"https://www.ycombinator.com/companies/swift-2","Swift","Embedded finance for online merchants","Winter 2024","Fintech","Payments","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/intercept","Intercept","Helping CPG brands automatically flag and dispute invalid retail fees","Winter 2024","B2B","Retail","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/decipher-ai","Decipher AI","QA agents that write tests 10x faster with zero maintenance","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lemon-slice","Lemon Slice","Expressive characters that talk","Winter 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/double-2","Double","Design Your Own Stock Index","Winter 2024","Fintech","Asset Management","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/speck","Speck","AI Notetaker that automates all your admin work","Winter 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/guide-labs","Guide Labs","Interpretable AI models and agents that are easy to audit and…","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/central","Central","Payroll, benefits, state compliance & other bullsh*t for startups","Summer 2024","B2B","Human Resources","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/omniai","OmniAI","AI Agents for Commercial Lending","Winter 2024","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/keywords-ai","Keywords AI","The AI gateway with built-in observability & evals","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/promptarmor","PromptArmor","LLM Security and Compliance","Winter 2024","B2B","Security",""
"https://www.ycombinator.com/companies/zaymo","Zaymo","Interactive email builder for ecommerce brands","Winter 2024","B2B","Marketing","Lehi, UT, USA"
"https://www.ycombinator.com/companies/glimmer","Glimmer","AI search for massive PDFs","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/meticulate","Meticulate","The intelligent prospecting platform for sales teams","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cloudcruise","CloudCruise","The developer platform for fast and reliable browser agents","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/attunement","Attunement","We automate compliance for behavioral health, saving clinicians hours…","Winter 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lucite","Lucite","Supercharging Insurance Brokers & Advisors","Winter 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/selera-medical","Selera Medical","One-time, device-based treatment for heart failure","Winter 2024","Healthcare","Medical Devices","Mountain View, CA, USA"
"https://www.ycombinator.com/companies/onegrep","OneGrep","AI Agent for DevOps Workflow Automation","Winter 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/tusk","Tusk","AI agent that generates unit and integration tests","Winter 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/partnerhq","PartnerHQ","A marketplace for B2B businesses to buy warm intros.","Winter 2024","B2B","Sales",""
"https://www.ycombinator.com/companies/atopile","atopile","We make tools to design electronics circuit boards with code","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/copper-health","Copper Health","Modern patient engagement and remote therapeutic monitoring platform","Winter 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/synsorybio","SynsoryBio","""If-then"" conditional logic for protein drugs","Winter 2024","Healthcare","Therapeutics","Cambridge, MA, USA"
"https://www.ycombinator.com/companies/yoneda-labs","Yoneda Labs","Foundation Model for Chemical Manufacturing","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/tokenowl","TokenOwl","AI portfolio tools for the next generation of finance","Winter 2024","Fintech","","New York, NY, USA"
"https://www.ycombinator.com/companies/verse-therapy","Verse Therapy","Connecting All Ages with Speech Language Pathologists","Winter 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/topo","Topo","AI sales agent custom trained for each company to reach the best leads","Winter 2024","B2B","Sales","Paris, Île-de-France, France"
"https://www.ycombinator.com/companies/trellis-ai","Trellis AI","AI for streamlining healthcare paperwork","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/ecliptor","Ecliptor","AI and Embeddings.","Winter 2024","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/greenboard","Greenboard","'Rippling' for Financial Compliance and Operations","Winter 2024","Fintech","","New York, NY, USA"
"https://www.ycombinator.com/companies/eggnog","Eggnog","Youtube for AI-generated content","Winter 2024","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/simplex","Simplex","Production-grade web agents.","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/artisan","Artisan","AI employees called Artisans, starting with an AI BDR","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/octolane-ai","Octolane AI","Self-Driving AI CRM","Winter 2024","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/suretynow","SuretyNow","The Modern Surety Bond Platform","Winter 2024","Fintech","Insurance","Austin, TX, USA"
"https://www.ycombinator.com/companies/roe","ROE","AI for risk and compliance","Winter 2024","B2B","Infrastructure","San Mateo, CA, USA"
"https://www.ycombinator.com/companies/furtherai","FurtherAI","AI Workforce for the Insurance Industry","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/arini","Arini","AI receptionist for dentists","Winter 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/paradigm","Paradigm","A reimagined workspace with AI at its core","Winter 2024","B2B","",""
"https://www.ycombinator.com/companies/pointone","PointOne","Automated time tracking and billing for law firms.","Winter 2024","B2B","Legal","New York, NY, USA"
"https://www.ycombinator.com/companies/avery","Avery","AI Contact Center for Residential Property Managers","Winter 2024","Real Estate and Construction","Housing and Real Estate","Austin, TX, USA"
"https://www.ycombinator.com/companies/assembly-2","Assembly","Build Magical Customer Experiences","Winter 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/mathdash","MathDash","Learning Platform for Math Competitions","Winter 2024","Education","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/leaping","Leaping","Automate bug resolution","Winter 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/basalt","Basalt","Autonomy in space, for every mission","Winter 2024","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/carousel-technologies","Carousel Technologies","AI Assistant for Excel","Winter 2024","B2B","Finance and Accounting","New York, NY, USA"
"https://www.ycombinator.com/companies/agentic-labs-2","Agentic Labs","AI system design tools for dev teams","Winter 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/fractal-labs","Fractal Labs","","Winter 2024","Consumer","",""
"https://www.ycombinator.com/companies/pivot-robotics","Pivot Robotics","AI for Robot Arms in Factories","Winter 2024","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/aidy","Aidy","Mobile app helping people better manage chronic health conditions","Winter 2024","Healthcare","Consumer Health and Wellness","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/buster","Buster","AI platform for analytics engineering","Winter 2024","B2B","Analytics","Salt Lake City, UT, USA"
"https://www.ycombinator.com/companies/garage-2","Garage","Marketplace for emergency vehicles, equipment, and more.","Winter 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/argon-ai-inc","Argon AI, Inc.","AI for Pharma Intelligence","Winter 2024","Healthcare","",""
"https://www.ycombinator.com/companies/ncompass-technologies","nCompass Technologies","Deploy hardware accelerated AI models with only one line of code","Winter 2024","B2B","Engineering, Product and Design","Remote"
"https://www.ycombinator.com/companies/lumen-payments","Lumen Payments","Fastest way to implement payments in your product.","Winter 2024","Fintech","","Berlin, Berlin, Germany"
"https://www.ycombinator.com/companies/alex-com","Alex","Your AI recruiter for interviewing and identifying the best talent","Winter 2024","B2B","Recruiting and Talent","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/malibou","malibou","the first all-in-one payroll and HR software for French SMBs","Winter 2024","B2B","Human Resources","Paris, IDF, France"
"https://www.ycombinator.com/companies/newton","Newton","AI-powered phone platform for dentists","Winter 2024","B2B","",""
